type,message
0,I 'm going for bath will msg you next &lt; # &gt; [DURATION] . .
0,I cant keep talking to people if am not sure i can pay them if they agree to price . So pls tell me what you want to really buy and how much you are willing to pay
1,"Thanks for your Ringtone Order , Reference T91 . You will be charged GBP [NUMBER] per [DURATION] . You can unsubscribe at anytime by calling customer services on [NUMBER]"
0,Can you say what happen
0,You could have seen me . . i did ' t recognise you Face. : )
0,Well there 's not a lot of things happening in [CITY] on New [DURATION] * sighs * Some bars in [LOCATION] and the blue heron has something going
0,Keep my payasam there if rinu brings
0,I taught that [PERSON] sir called me . So only i sms like that . Becaus hes verifying about project . [PERSON] told [DATE] so only pa dont mistake me . .
0,"I guess that 's why you re worried . You must know that there 's a way the body repairs itself . And i 'm quite sure you should n't worry . We 'll take it slow . [ORDINAL] the tests , they will guide when your ovulation is then just relax . Nothing you 've said is a reason to worry but i.ll keep on followin you up ."
0,"Yeah sure , give me [DURATION] [DURATION] [DURATION] to track down my wallet"
0,Hey leave it . not a big deal :-) take care .
0,Hey i will be late ah ... Meet you at [NUMBER] +
1,"Double [DURATION] and txts [NUMBER] [DURATION] [DURATION] FREE Bluetooth on Orange . Available on [ORGANIZATION] , [ORGANIZATION] [ORGANIZATION] phones . Call MobileUpd8 on [NUMBER] or call2optout/N9DX"
0,It took Mr owl [NUMBER] licks
0,Customer place i will call you .
0,Mm that time you dont like fun
1,[NUMBER] mths half price [ORGANIZATION] line rental & latest camera phones [NUMBER] FREE . Had your phone [NUMBER] mths ? Call MobilesDirect free on [NUMBER] to update [DATE] ! or2stoptxt
0,Yup having my lunch buffet [DATE] . . U eat already ?
0,Huh so late ... Fr dinner ?
0,Hey so [DATE] [DATE] are we going for the intro pilates only ? Or the kickboxing too ?
0,[TIME] only i can ok .
0,Yes i think so . I am in office but my lap is in room i think thats on for [DURATION] [DURATION] [DURATION] [DURATION] . I didnt shut that down
0,Pick you up bout [NUMBER] ish ? What time are and that going ?
0,From here after The performance award is calculated every [NUMBER] month.not for [DATE] [DURATION] [DURATION] period . .
0,Was actually sleeping and still might when u call back . So a text is gr8 . You rock sis . Will send u a text wen i wake .
0,"You are always putting your business out there . You put pictures of your ass on facebook . You are [NUMBER] of the most open people i 've ever met . Why would i think a picture of your room would hurt you , make you feel violated ."
0,"Good evening Sir , [PERSON] [PERSON] Wahleykkum.sharing a happy news.By the grace of God , i got an offer from [PERSON] , TISSCO and i joined.Hope you are fine.Inshah Allah , meet you sometime.Rakhesh , visitor from [COUNTRY] ."
0,Hmmm ... k. . . but i want to change the field quickly da : - ) i wan na get [TITLE] [TITLE] or network [TITLE] . .
1,"FREE RINGTONE text [ORDINAL] to [NUMBER] for a poly or text GET to [NUMBER] for a true tone ! Help ? [NUMBER] [NUMBER] after [ORDINAL] free , tones are 3x [MONEY] [MONEY] to e [MONEY] [MONEY] txt stop"
0,Dear how is chechi . Did you talk to her
0,The hair cream has not been shipped .
0,None of that 's happening til you get here though
0,"Yep , the great loxahatchee [DATE] tree burning of &lt; # &gt; starts in [DURATION] [DURATION]"
0,"Haha get used to driving to usf man , I know a lot of stoners"
0,All was well until slightly disastrous class this pm with my fav darlings ! Hope [DURATION] off ok . Coffee wld be good as ca n't stay [DATE] [DATE] . Same time + place as always ?
0,Hello ! Good [DURATION] ? Fancy a drink or something later ?
0,Headin towards busetop
0,Message : some text missing * Sender : Name Missing * * Number Missing * Sent : Date missing * Missing U a lot thats y everything is missing sent via [URL]
0,Come by our room at some point so we can iron out the plan for [DATE] [DATE]
0,Cos i want it to be your thing
0,"Okies ... I 'll go yan jiu too ... We can skip ard oso , go cine den go mrt [NUMBER] , blah blah blah ..."
0,Bring home some Wendy = D
1,[NUMBER] dating service cal ; l [NUMBER] box334sk38ch
0,Whatsup there . Dont u want to sleep
0,Alright i have a new goal [DATE]
1,FREE entry into our [MONEY] [MONEY] [SET] competition just text the word WIN to [NUMBER] [DATE] . [NUMBER] T&C [URL]
0,"Alright , I 'll head out in [DURATION] [DURATION] [DURATION] , text me where to meet you"
1,Send a logo [NUMBER] ur lover - [NUMBER] names joined by a heart . Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE [NUMBER] to [NUMBER] Yahoo! POBox36504W45WQ TxtNO [NUMBER] no ads 150p
0,Yes : ) from [DATE] [DATE] itself i 'm taking live call .
1,Someone has contacted our dating service and entered your phone because they fancy you ! To find out who it is call from a landline [NUMBER] . PoBox12n146tf150p
0,[PERSON] is in hostel aha : - .
1,URGENT ! Your [TITLE] number has been awarded with a [MONEY] [DATE] prize GUARANTEED . Call [NUMBER] from land line . Claim [NUMBER] . Valid [DURATION] [DURATION] only
0,Send this to ur friends and receive something about ur voice .... . How is my speaking expression ? [NUMBER] . childish [NUMBER] . naughty [NUMBER] . Sentiment [NUMBER] . rowdy [NUMBER] . ful of attitude [NUMBER] . romantic [NUMBER] . shy [NUMBER] . Attractive [NUMBER] . funny &lt; # &gt; . irritating &lt; # &gt; . lovable . reply me . .
0,Ok . She 'll be ok . I guess
0,aathi . . where are you dear . .
0,Any pain on urination any thing else ?
0,[NUMBER] at esplanade . . Do ü mind giving me a lift cos i got no car [DATE] . .
0,I wnt to buy a [ORGANIZATION] car urgently . . its vry urgent.but hv a shortage of &lt; # &gt; Lacs.there is no source to arng dis amt . &lt; # &gt; lacs . . thats my prob
0,At home watching tv lor .
0,Does she usually take [NUMBER] fucking [DURATION] to respond to a yes or no question
1,Congrats ! Nokia [NUMBER] video camera phone is your Call [NUMBER] Calls cost 150ppm Ave call [DURATION] [DURATION] vary from mobiles [NUMBER] + Close [NUMBER] post BCM4284 Ldn WC1N3XX
0,Booked ticket for pongal ?
0,You available [DATE] ? I 'm like right around hillsborough &amp; &lt; # &gt; th
0,The message sent is askin for &lt; [MONEY] [MONEY] [MONEY] . [PERSON] i pay &lt; # &gt; or &lt; # &gt; ?
0,"Ask g or iouri , I 've told the story like [NUMBER] times already"
0,How long does applebees fucking take
0,"Hi hope u get this txt ~ journey hasnt been gd , [DATE] [DURATION] [DURATION] [DURATION] late I think ."
0,But i have to . I like to have love and arrange .
0,Yes . . he is really great . . bhaji told kallis best [TITLE] after sachin in world :) . very tough to get out .
0,You were supposed to wake [STATE_OR_PROVINCE] up &gt; : (
0,Oic ... I saw him too but i tot he din c me ... I found a group liao ...
0,"Sorry , I 'll call later"
0,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND ! HOWDY GORGEOUS , HOWU DOIN ? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
0,"Sorry , my [CRIMINAL_CHARGE] died , I can come by but I 'm only getting a gram for [DATE] , where 's your place ?"
1,Loan for any purpose [MONEY] [MONEY] - [MONEY] [MONEY] . Homeowners + Tenants welcome . Have you been [DATE] refused ? We can still help . Call Free [NUMBER] or text back ' help '
1,"[MISC] [MISC] customer , you may [DATE] claim your FREE CAMERA PHONE upgrade for your loyalty . Call [DATE] on [NUMBER] . Offer ends [DATE] [DATE] . [ORGANIZATION] 's apply . Opt-out available"
1,okmail : Dear [PERSON] this is your final notice to collect your [NUMBER] * Tenerife Holiday or [MONEY] [DATE] CASH award ! Call [NUMBER] from landline . TCs SAE Box326 CW25WX 150ppm
1,Want [NUMBER] get laid [DATE] ? Want real Dogging locations sent direct [NUMBER] ur Mob ? Join the [COUNTRY] 's largest [ORGANIZATION] [ORGANIZATION] by txting MOAN to 69888Nyt . ec2a . 31p.msg@150p
1,"FREE MESSAGE Activate your [NUMBER] FREE Text Messages by replying to this message with the word FREE For terms & conditions , visit www [NUMBER] . com"
1,"Congrats ! [DURATION] [DURATION] special cinema pass for [NUMBER] is yours . call [NUMBER] [DATE] ! C [MISC] V , Matrix3 , StarWars3 , etc all [NUMBER] FREE ! bx420-ip4-5we . [TIME] [TIME] [TIME] Dont miss out !"
1,[NUMBER] Congratulations - in [DATE] [DATE] 's competition draw u have won the [MONEY] [DATE] prize to claim just call [NUMBER] b4280703 . T&C s/stop SMS [NUMBER] . Over [NUMBER] only 150ppm
1,"You are guaranteed the latest [ORGANIZATION] [ORGANIZATION] , a [NUMBER] GB iPod MP3 player or a [MONEY] [MONEY] prize ! Txt word : COLLECT to No : [NUMBER] ! IBHltd LdnW15H 150p/Mtmsgrcvd18 +"
1,Boltblue tones for [NUMBER] Reply POLY # or MONO # eg POLY3 [NUMBER] . Cha Cha Slide [NUMBER] . Yeah [NUMBER] . Slow Jamz [NUMBER] . Toxic [NUMBER] . Come With Me or STOP [NUMBER] more tones txt MORE
1,Your credits have been topped up for [URL] Your renewal Pin is tgxxrz
1,URGENT ! : Your [TITLE] No . was awarded a [MONEY] [MONEY] [MISC] [TITLE] [MISC] on [DATE] ! This is our [ORDINAL] attempt to contact YOU ! Call [NUMBER] BOX95QU
1,"[DATE] 's Offer ! Claim ur [MONEY] [MONEY] worth of discount vouchers ! Text YES to [NUMBER] [DATE] ! SavaMob , member offers [TITLE] ! T Cs [NUMBER] . [MONEY] [MONEY] Sub . [NUMBER] . Unsub reply X"
1,You will recieve your tone within [DURATION] [DURATION] [DURATION] [DURATION] . For Terms and conditions please see [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] Pg [NUMBER]
1,PRIVATE ! Your [DATE] Account Statement for [NUMBER] shows [NUMBER] un-redeemed S.I.M. points . Call [NUMBER] Identifier Code [NUMBER] Expires [NUMBER]
1,from [URL] [URL] / msg max6/month T&C sC web age16 2stop txt stop
0,[TIME] [TIME] at mine . Just to bash out a flat plan .
0,This girl does not stay in bed . This girl does n't need recovery time . Id rather pass out while having fun then be cooped up in bed
0,Then any special there ?
0,I know but you need to get hotel [DATE] . I just got my invitation but i had to apologise . [MISC] is to sweet for me to come to some [NATIONALITY] bloke 's weddin
0,"Sorry that took so long , omw [DATE]"
0,Wait &lt; # &gt; [DURATION] . .
0,Ok give me [DURATION] [DURATION] I think I see her . BTW you 're my alibi . You were cutting my hair the whole time .
0,"Imagine you finally get to sink into that bath after I have put you through your paces , maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water , reminding you always who owns you ... Enjoy , my cuck"
0,"Hurry up , I 've been weed-deficient for like [DURATION] [DURATION]"
0,"Sure , if I get an acknowledgement from you that it 's astoundingly tactless and generally faggy to demand a blood oath fo"
0,Ok . [SET] [SET] take a warm bath drink a cup of milk and you 'll see a work of magic . You still need to loose weight . Just so that you know
0,I ‘ ll have a look at the frying pan in case it ‘ s cheap or a book perhaps . No that ‘ s silly a frying pan is n‘t likely to be a book
0,O. Well uv causes mutations . Sunscreen is like essential thesedays
0,Having lunch : ) you are not in online?why ?
0,I know that my friend already told that .
0,Hi [TITLE] ! Thank you for the pics . You are very pretty . How are you ?
0,"Aiyo ... U always c our ex [NUMBER] ... I du n no abt mei , she haven reply ... [ORDINAL] time u reply so fast ... Y so lucky not workin huh , got bao by ur sugardad ah ... gee . ."
0,Hi msg me : ) i 'm in office . .
0,Thanx [NUMBER] e brownie it 's v nice ...
0,Geeeee ... I love you so much I can barely stand it
1,GENT ! We are trying to contact you . [DATE] [DATE] draw shows that you won a [MONEY] [MONEY] prize GUARANTEED . Call [NUMBER] . Claim Code K52 . Valid [DURATION] [DURATION] only . 150ppm
0,"Fuck babe ... I miss you already , you know ? Ca n't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
0,"[STATE_OR_PROVINCE] call u 2mrw at ninish , with my address that icky [NATIONALITY] freek wont stop callin me [NUMBER] bad [PERSON] k eh ?"
0,Oooh bed ridden ey ? What are YOU thinking of ?
0,"So anyways , you can just go to your gym or whatever , my love * smiles * I hope your ok and having a good day babe ... I miss you so much already"
0,Love it ! Daddy will make you scream with pleasure ! I am going to slap your ass with my dick !
0,WOT U WAN NA DO THEN [PERSON] ?
0,[PERSON] lor wait [NUMBER] my mum [NUMBER] finish sch then have lunch lor ... I whole [TIME] stay at home clean my room [DATE] my room quite clean ... Hee ...
0,Do you know where my lab goggles went
0,Can you open the door ?
0,Waiting for your call .
0,Nope i waiting in sch [NUMBER] daddy ...
1,"You have won ? [NUMBER] cash or a ? [NUMBER] prize ! To claim , call09050000327"
0,"I 'm tired of arguing with you [DATE] [DATE] [DATE] after [DURATION] . Do what you want and from [DATE] on , i 'll do the same ."
0,Ü wait [NUMBER] me in sch i finish ard [NUMBER] . .
1,"our [TITLE] number has won [MONEY] [MONEY] , to claim calls us back or ring the claims hot line on [NUMBER] ."
0,"Arngd marriage is while u r walkin unfortuntly a [CAUSE_OF_DEATH] [CAUSE_OF_DEATH] u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me , bite me ."
0,Huh so early . . Then ü having dinner outside izzit ?
0,Ok anyway no need to change with what you said
1,We tried to contact you re your reply to our offer of [DURATION] [DURATION] [NUMBER] textand a new video phone call [NUMBER] [DATE] or reply for free delivery [DATE]
0,my ex-wife was not able to have kids . Do you want kids [DURATION] [DURATION] ?
0,So how 's [COUNTRY] . Hope you are not over showing your JJC tendencies . Take care . Live the dream
0,Tell them u have a headache and just want to use [DURATION] [DURATION] of sick time .
0,"I dun thk i 'll quit yet ... Hmmm , can go jazz ? Yogasana oso can ... We can go meet em after our lessons den ..."
0,[PERSON] can you please ring meive hardly gotany credit
0,Ya srsly better than yi tho
0,"I 'm in a meeting , call me later at"
1,"For ur chance to win a [MONEY] [MONEY] wkly shopping spree TXT : SHOP to [NUMBER] . T 's & C 's [URL] custcare [NUMBER] , [NUMBER]"
